title,url,episode,season
Special Edna,https://simpsons.fandom.com/wiki/Special_Edna,7,14
The Dad Who Knew Too Little,https://simpsons.fandom.com/wiki/The_Dad_Who_Knew_Too_Little,8,14
The Strong Arms of the Ma,https://simpsons.fandom.com/wiki/The_Strong_Arms_of_the_Ma,9,14
Pray Anything,https://simpsons.fandom.com/wiki/Pray_Anything,10,14
Barting Over,https://simpsons.fandom.com/wiki/Barting_Over,11,14
I'm Spelling as Fast as I Can,https://simpsons.fandom.com/wiki/I%27m_Spelling_as_Fast_as_I_Can,12,14
A Star Is Born-Again,https://simpsons.fandom.com/wiki/A_Star_Is_Born-Again,13,14
Mr. Spritz Goes to Washington,https://simpsons.fandom.com/wiki/Mr._Spritz_Goes_to_Washington,14,14
C.E. D'oh,https://simpsons.fandom.com/wiki/C.E._D%27oh,15,14
'Scuse Me While I Miss the Sky,https://simpsons.fandom.com/wiki/%27Scuse_Me_While_I_Miss_the_Sky,16,14
Three Gays of the Condo,https://simpsons.fandom.com/wiki/Three_Gays_of_the_Condo,17,14
"Dude, Where's My Ranch?","https://simpsons.fandom.com/wiki/Dude,_Where%27s_My_Ranch%3F",18,14
Old Yeller-Belly,https://simpsons.fandom.com/wiki/Old_Yeller-Belly,19,14
"Brake My Wife, Please","https://simpsons.fandom.com/wiki/Brake_My_Wife,_Please",20,14
The Bart of War,https://simpsons.fandom.com/wiki/The_Bart_of_War,21,14
Moe Baby Blues,https://simpsons.fandom.com/wiki/Moe_Baby_Blues,22,14
Treehouse of Horror XIV,https://simpsons.fandom.com/wiki/Treehouse_of_Horror_XIV,1,15
My Mother the Carjacker,https://simpsons.fandom.com/wiki/My_Mother_the_Carjacker,2,15
The President Wore Pearls,https://simpsons.fandom.com/wiki/The_President_Wore_Pearls,3,15
The Regina Monologues,https://simpsons.fandom.com/wiki/The_Regina_Monologues,4,15
The Fat and the Furriest,https://simpsons.fandom.com/wiki/The_Fat_and_the_Furriest,5,15
"Today, I Am a Clown","https://simpsons.fandom.com/wiki/Today,_I_Am_a_Clown",6,15
'Tis the Fifteenth Season,https://simpsons.fandom.com/wiki/%27Tis_the_Fifteenth_Season,7,15
"Marge vs. Singles, Seniors, Childless Couples and Teens and Gays","https://simpsons.fandom.com/wiki/Marge_vs._Singles,_Seniors,_Childless_Couples_and_Teens_and_Gays",8,15
"I, (Annoyed Grunt)-Bot","https://simpsons.fandom.com/wiki/I,_(Annoyed_Grunt)-Bot",9,15
Diatribe of a Mad Housewife,https://simpsons.fandom.com/wiki/Diatribe_of_a_Mad_Housewife,10,15
Margical History Tour,https://simpsons.fandom.com/wiki/Margical_History_Tour,11,15
Milhouse Doesn't Live Here Anymore,https://simpsons.fandom.com/wiki/Milhouse_Doesn%27t_Live_Here_Anymore,12,15
Smart and Smarter,https://simpsons.fandom.com/wiki/Smart_and_Smarter,13,15
The Ziff Who Came to Dinner,https://simpsons.fandom.com/wiki/The_Ziff_Who_Came_to_Dinner,14,15
Co-Dependent's Day,https://simpsons.fandom.com/wiki/Co-Dependent%27s_Day,15,15
The Wandering Juvie,https://simpsons.fandom.com/wiki/The_Wandering_Juvie,16,15
My Big Fat Geek Wedding,https://simpsons.fandom.com/wiki/My_Big_Fat_Geek_Wedding,17,15
Catch 'Em If You Can,https://simpsons.fandom.com/wiki/Catch_%27Em_if_You_Can,18,15
Simple Simpson,https://simpsons.fandom.com/wiki/Simple_Simpson,19,15
The Way We Weren't,https://simpsons.fandom.com/wiki/The_Way_We_Weren%27t,20,15
Bart-Mangled Banner,https://simpsons.fandom.com/wiki/Bart-Mangled_Banner,21,15
Fraudcast News,https://simpsons.fandom.com/wiki/Fraudcast_News,22,15
Treehouse of Horror XV,https://simpsons.fandom.com/wiki/Treehouse_of_Horror_XV,1,16
All's Fair in Oven War,https://simpsons.fandom.com/wiki/All%27s_Fair_in_Oven_War,2,16
Sleeping with the Enemy,https://simpsons.fandom.com/wiki/Sleeping_with_the_Enemy,3,16
She Used to Be My Girl,https://simpsons.fandom.com/wiki/She_Used_to_Be_My_Girl,4,16
Fat Man and Little Boy,https://simpsons.fandom.com/wiki/Fat_Man_and_Little_Boy,5,16
Midnight Rx,https://simpsons.fandom.com/wiki/Midnight_Rx,6,16
Mommie Beerest,https://simpsons.fandom.com/wiki/Mommie_Beerest,7,16
Homer and Ned's Hail Mary Pass,https://simpsons.fandom.com/wiki/Homer_and_Ned%27s_Hail_Mary_Pass,8,16
Pranksta Rap,https://simpsons.fandom.com/wiki/Pranksta_Rap,9,16
There's Something About Marrying,https://simpsons.fandom.com/wiki/There%27s_Something_About_Marrying,10,16
On a Clear Day I Can't See My Sister,https://simpsons.fandom.com/wiki/On_a_Clear_Day_I_Can%27t_See_My_Sister,11,16
Goo Goo Gai Pan,https://simpsons.fandom.com/wiki/Goo_Goo_Gai_Pan,12,16
Mobile Homer,https://simpsons.fandom.com/wiki/Mobile_Homer,13,16
The Seven-Beer Snitch,https://simpsons.fandom.com/wiki/The_Seven-Beer_Snitch,14,16
Future-Drama,https://simpsons.fandom.com/wiki/Future-Drama,15,16
Don't Fear the Roofer,https://simpsons.fandom.com/wiki/Don%27t_Fear_the_Roofer,16,16
The Heartbroke Kid,https://simpsons.fandom.com/wiki/The_Heartbroke_Kid,17,16
A Star Is Torn,https://simpsons.fandom.com/wiki/A_Star_is_Torn,18,16
Thank God It's Doomsday,https://simpsons.fandom.com/wiki/Thank_God_It%27s_Doomsday,19,16
Home Away from Homer,https://simpsons.fandom.com/wiki/Home_Away_from_Homer,20,16
"The Father, the Son and the Holy Guest Star","https://simpsons.fandom.com/wiki/The_Father,_the_Son_and_the_Holy_Guest_Star",21,16
The Bonfire of the Manatees,https://simpsons.fandom.com/wiki/The_Bonfire_of_the_Manatees,1,17
The Girl Who Slept Too Little,https://simpsons.fandom.com/wiki/The_Girl_Who_Slept_Too_Little,2,17
Milhouse of Sand and Fog,https://simpsons.fandom.com/wiki/Milhouse_of_Sand_and_Fog,3,17
Treehouse of Horror XVI,https://simpsons.fandom.com/wiki/Treehouse_of_Horror_XVI,4,17
Marge's Son Poisoning,https://simpsons.fandom.com/wiki/Marge%27s_Son_Poisoning,5,17
See Homer Run,https://simpsons.fandom.com/wiki/See_Homer_Run,6,17
The Last of the Red Hat Mamas,https://simpsons.fandom.com/wiki/The_Last_of_the_Red_Hat_Mamas,7,17
The Italian Bob,https://simpsons.fandom.com/wiki/The_Italian_Bob,8,17
Simpsons Christmas Stories,https://simpsons.fandom.com/wiki/Simpsons_Christmas_Stories,9,17
Homer's Paternity Coot,https://simpsons.fandom.com/wiki/Homer%27s_Paternity_Coot,10,17
We're on the Road to D'oh-where,https://simpsons.fandom.com/wiki/We%27re_on_the_Road_to_D%27oh-where,11,17
My Fair Laddy,https://simpsons.fandom.com/wiki/My_Fair_Laddy,12,17
The Seemingly Never-Ending Story,https://simpsons.fandom.com/wiki/The_Seemingly_Never-Ending_Story,13,17
Bart Has Two Mommies,https://simpsons.fandom.com/wiki/Bart_Has_Two_Mommies,14,17
"Homer Simpson, This Is Your Wife","https://simpsons.fandom.com/wiki/Homer_Simpson,_This_Is_Your_Wife",15,17
Million-Dollar Abie,https://simpsons.fandom.com/wiki/Million-Dollar_Abie,16,17
Kiss Kiss Bang Bangalore,https://simpsons.fandom.com/wiki/Kiss_Kiss_Bang_Bangalore,17,17
The Wettest Stories Ever Told,https://simpsons.fandom.com/wiki/The_Wettest_Stories_Ever_Told,18,17
Girls Just Want to Have Sums,https://simpsons.fandom.com/wiki/Girls_Just_Want_to_Have_Sums,19,17
Regarding Margie,https://simpsons.fandom.com/wiki/Regarding_Margie,20,17
The Monkey Suit,https://simpsons.fandom.com/wiki/The_Monkey_Suit,21,17
Marge and Homer Turn a Couple Play,https://simpsons.fandom.com/wiki/Marge_and_Homer_Turn_a_Couple_Play,22,17
"The Mook, the Chef, the Wife and Her Homer","https://simpsons.fandom.com/wiki/The_Mook,_the_Chef,_the_Wife_and_Her_Homer",1,18
Jazzy and the Pussycats,https://simpsons.fandom.com/wiki/Jazzy_and_the_Pussycats,2,18
"Please Homer, Don't Hammer 'Em","https://simpsons.fandom.com/wiki/Please_Homer,_Don%27t_Hammer_%27Em",3,18
Treehouse of Horror XVII,https://simpsons.fandom.com/wiki/Treehouse_of_Horror_XVII,4,18
G.I. D'oh,https://simpsons.fandom.com/wiki/G.I._D%27oh,5,18
Moe'N'a Lisa,https://simpsons.fandom.com/wiki/Moe%27N%27a_Lisa,6,18
Ice Cream of Margie (with the Light Blue Hair),https://simpsons.fandom.com/wiki/Ice_Cream_of_Margie_(with_the_Light_Blue_Hair),7,18
The Haw-Hawed Couple,https://simpsons.fandom.com/wiki/The_Haw-Hawed_Couple,8,18
"Kill Gil, Volumes I & II","https://simpsons.fandom.com/wiki/Kill_Gil,_Volumes_I_%26_II",9,18
The Wife Aquatic,https://simpsons.fandom.com/wiki/The_Wife_Aquatic,10,18
Revenge Is a Dish Best Served Three Times,https://simpsons.fandom.com/wiki/Revenge_is_a_Dish_Best_Served_Three_Times,11,18
Little Big Girl,https://simpsons.fandom.com/wiki/Little_Big_Girl,12,18
Springfield Up,https://simpsons.fandom.com/wiki/Springfield_Up,13,18
Yokel Chords,https://simpsons.fandom.com/wiki/Yokel_Chords,14,18
Rome-Old and Julie-Eh,https://simpsons.fandom.com/wiki/Rome-Old_and_Julie-Eh,15,18
Homerazzi,https://simpsons.fandom.com/wiki/Homerazzi,16,18
Marge Gamer,https://simpsons.fandom.com/wiki/Marge_Gamer,17,18
The Boys of Bummer,https://simpsons.fandom.com/wiki/The_Boys_of_Bummer,18,18
Crook and Ladder,https://simpsons.fandom.com/wiki/Crook_and_Ladder,19,18
Stop or My Dog Will Shoot!,https://simpsons.fandom.com/wiki/Stop_or_My_Dog_Will_Shoot!,20,18
24 Minutes,https://simpsons.fandom.com/wiki/24_Minutes,21,18
You Kent Always Say What You Want,https://simpsons.fandom.com/wiki/You_Kent_Always_Say_What_You_Want,22,18
He Loves to Fly and He D'ohs,https://simpsons.fandom.com/wiki/He_Loves_to_Fly_and_He_D%27ohs,1,19
The Homer of Seville,https://simpsons.fandom.com/wiki/The_Homer_of_Seville,2,19
Midnight Towboy,https://simpsons.fandom.com/wiki/Midnight_Towboy,3,19
I Don't Wanna Know Why the Caged Bird Sings,https://simpsons.fandom.com/wiki/I_Don%27t_Wanna_Know_Why_the_Caged_Bird_Sings,4,19
Treehouse of Horror XVIII,https://simpsons.fandom.com/wiki/Treehouse_of_Horror_XVIII,5,19
Little Orphan Millie,https://simpsons.fandom.com/wiki/Little_Orphan_Millie,6,19
Husbands and Knives,https://simpsons.fandom.com/wiki/Husbands_and_Knives,7,19
Funeral for a Fiend,https://simpsons.fandom.com/wiki/Funeral_for_a_Fiend,8,19
Eternal Moonshine of the Simpson Mind,https://simpsons.fandom.com/wiki/Eternal_Moonshine_Of_The_Simpson_Mind,9,19
E Pluribus Wiggum,https://simpsons.fandom.com/wiki/E_Pluribus_Wiggum,10,19
That '90s Show,https://simpsons.fandom.com/wiki/That_%2790s_Show,11,19
"Love, Springfieldian Style","https://simpsons.fandom.com/wiki/Love,_Springfieldian_Style",12,19
The Debarted,https://simpsons.fandom.com/wiki/The_Debarted,13,19
"Dial ""N"" for Nerder",https://simpsons.fandom.com/wiki/Dial_%22N%22_for_Nerder,14,19
Smoke on the Daughter,https://simpsons.fandom.com/wiki/Smoke_on_the_Daughter,15,19
Papa Don't Leech,https://simpsons.fandom.com/wiki/Papa_Don%27t_Leech,16,19
Apocalypse Cow,https://simpsons.fandom.com/wiki/Apocalypse_Cow,17,19
Any Given Sundance,https://simpsons.fandom.com/wiki/Any_Given_Sundance,18,19
Mona Leaves-a,https://simpsons.fandom.com/wiki/Mona_Leaves-a,19,19
All About Lisa,https://simpsons.fandom.com/wiki/All_About_Lisa,20,19
"Sex, Pies, and Idiot Scrapes","https://simpsons.fandom.com/wiki/Sex,_Pies,_and_Idiot_Scrapes",1,20
Lost Verizon,https://simpsons.fandom.com/wiki/Lost_Verizon,2,20
"Double, Double, Boy in Trouble","https://simpsons.fandom.com/wiki/Double,_Double,_Boy_in_Trouble",3,20
Treehouse of Horror XIX,https://simpsons.fandom.com/wiki/Treehouse_of_Horror_XIX,4,20
Dangerous Curves,https://simpsons.fandom.com/wiki/Dangerous_Curves,5,20
Homer and Lisa Exchange Cross Words,https://simpsons.fandom.com/wiki/Homer_And_Lisa_Exchange_Cross_Words,6,20
Mypods and Boomsticks,https://simpsons.fandom.com/wiki/Mypods_and_Boomsticks,7,20
The Burns and the Bees,https://simpsons.fandom.com/wiki/The_Burns_and_the_Bees,8,20
Lisa the Drama Queen,https://simpsons.fandom.com/wiki/Lisa_the_Drama_Queen,9,20
"Take My Life, Please","https://simpsons.fandom.com/wiki/Take_My_Life,_Please",10,20
How the Test Was Won,https://simpsons.fandom.com/wiki/How_the_Test_Was_Won,11,20
"No Loan Again, Naturally","https://simpsons.fandom.com/wiki/No_Loan_Again,_Naturally",12,20
Gone Maggie Gone,https://simpsons.fandom.com/wiki/Gone_Maggie_Gone,13,20
In the Name of the Grandfather,https://simpsons.fandom.com/wiki/In_the_Name_of_the_Grandfather,14,20
Wedding for Disaster,https://simpsons.fandom.com/wiki/Wedding_for_Disaster,15,20
"Eeny Teeny Maya, Moe","https://simpsons.fandom.com/wiki/Eeny_Teeny_Maya,_Moe",16,20
"The Good, the Sad and the Drugly","https://simpsons.fandom.com/wiki/The_Good,_the_Sad_and_the_Drugly",17,20
Father Knows Worst,https://simpsons.fandom.com/wiki/Father_Knows_Worst,18,20
"Waverly Hills, 9-0-2-1-D'oh","https://simpsons.fandom.com/wiki/Waverly_Hills,_9-0-2-1-D%27oh",19,20
Four Great Women and a Manicure,https://simpsons.fandom.com/wiki/Four_Great_Women_and_a_Manicure,20,20
Coming to Homerica,https://simpsons.fandom.com/wiki/Coming_to_Homerica,21,20
Homer the Whopper,https://simpsons.fandom.com/wiki/Homer_the_Whopper,1,21
"Bart Gets a ""Z""",https://simpsons.fandom.com/wiki/Bart_Gets_a_%22Z%22,2,21
The Great Wife Hope,https://simpsons.fandom.com/wiki/The_Great_Wife_Hope,3,21
Treehouse of Horror XX,https://simpsons.fandom.com/wiki/Treehouse_of_Horror_XX,4,21
The Devil Wears Nada,https://simpsons.fandom.com/wiki/The_Devil_Wears_Nada,5,21
Pranks and Greens,https://simpsons.fandom.com/wiki/Pranks_and_Greens,6,21
Rednecks and Broomsticks,https://simpsons.fandom.com/wiki/Rednecks_and_Broomsticks,7,21
"O Brother, Where Bart Thou?","https://simpsons.fandom.com/wiki/O_Brother,_Where_Bart_Thou%3F",8,21
Thursdays with Abie,https://simpsons.fandom.com/wiki/Thursdays_with_Abie,9,21
Once Upon a Time in Springfield,https://simpsons.fandom.com/wiki/Once_Upon_a_Time_in_Springfield,10,21
Million Dollar Maybe,https://simpsons.fandom.com/wiki/Million_Dollar_Maybe,11,21
Boy Meets Curl,https://simpsons.fandom.com/wiki/Boy_Meets_Curl,12,21
The Color Yellow,https://simpsons.fandom.com/wiki/The_Color_Yellow,13,21
Postcards from the Wedge,https://simpsons.fandom.com/wiki/Postcards_From_the_Wedge,14,21
Stealing First Base,https://simpsons.fandom.com/wiki/Stealing_First_Base,15,21
The Greatest Story Ever D'ohed,https://simpsons.fandom.com/wiki/The_Greatest_Story_Ever_D%27ohed,16,21
American History X-cellent,https://simpsons.fandom.com/wiki/American_History_X-cellent,17,21
Chief of Hearts,https://simpsons.fandom.com/wiki/Chief_of_Hearts,18,21
The Squirt and the Whale,https://simpsons.fandom.com/wiki/The_Squirt_and_the_Whale,19,21
"To Surveil, with Love",https://simpsons.fandom.com/wiki/To_Surveil_With_Love,20,21
Moe Letter Blues,https://simpsons.fandom.com/wiki/Moe_Letter_Blues,21,21
The Bob Next Door,https://simpsons.fandom.com/wiki/The_Bob_Next_Door,22,21
Judge Me Tender,https://simpsons.fandom.com/wiki/Judge_Me_Tender,23,21
Elementary School Musical,https://simpsons.fandom.com/wiki/Elementary_School_Musical,1,22
Loan-a Lisa,https://simpsons.fandom.com/wiki/Loan-a_Lisa,2,22
MoneyBART,https://simpsons.fandom.com/wiki/MoneyBART,3,22
Treehouse of Horror XXI,https://simpsons.fandom.com/wiki/Treehouse_of_Horror_XXI,4,22
"Lisa Simpson, This Isn't Your Life","https://simpsons.fandom.com/wiki/Lisa_Simpson,_This_Isn%27t_Your_Life",5,22
The Fool Monty,https://simpsons.fandom.com/wiki/The_Fool_Monty,6,22
How Munched Is That Birdie in the Window?,https://simpsons.fandom.com/wiki/How_Munched_Is_That_Birdie_in_the_Window%3F,7,22
The Fight Before Christmas,https://simpsons.fandom.com/wiki/The_Fight_Before_Christmas,8,22
Donnie Fatso,https://simpsons.fandom.com/wiki/Donnie_Fatso,9,22
Moms I'd Like to Forget,https://simpsons.fandom.com/wiki/Moms_I%27d_Like_to_Forget,10,22
Flaming Moe,https://simpsons.fandom.com/wiki/Flaming_Moe,11,22
Homer the Father,https://simpsons.fandom.com/wiki/Homer_the_Father,12,22
The Blue and the Gray,https://simpsons.fandom.com/wiki/The_Blue_and_the_Gray,13,22
Angry Dad: The Movie,https://simpsons.fandom.com/wiki/Angry_Dad:_The_Movie,14,22
The Scorpion's Tale,https://simpsons.fandom.com/wiki/The_Scorpion%27s_Tale,15,22
A Midsummer's Nice Dream,https://simpsons.fandom.com/wiki/A_Midsummer%27s_Nice_Dream,16,22
Love Is a Many Strangled Thing,https://simpsons.fandom.com/wiki/Love_is_a_Many_Strangled_Thing,17,22
The Great Simpsina,https://simpsons.fandom.com/wiki/The_Great_Simpsina,18,22
The Real Housewives of Fat Tony,https://simpsons.fandom.com/wiki/The_Real_Housewives_of_Fat_Tony,19,22
Homer Scissorhands,https://simpsons.fandom.com/wiki/Homer_Scissorhands,20,22
500 Keys,https://simpsons.fandom.com/wiki/500_Keys,21,22
The Ned-liest Catch,https://simpsons.fandom.com/wiki/The_Ned-liest_Catch,22,22
The Falcon and the D'ohman,https://simpsons.fandom.com/wiki/The_Falcon_and_the_D%27ohman,1,23
Bart Stops to Smell the Roosevelts,https://simpsons.fandom.com/wiki/Bart_Stops_to_Smell_the_Roosevelts,2,23
Treehouse of Horror XXII,https://simpsons.fandom.com/wiki/Treehouse_of_Horror_XXII,3,23
Replaceable You,https://simpsons.fandom.com/wiki/Replaceable_You,4,23
The Food Wife,https://simpsons.fandom.com/wiki/The_Food_Wife,5,23
The Book Job,https://simpsons.fandom.com/wiki/The_Book_Job,6,23
The Man in the Blue Flannel Pants,https://simpsons.fandom.com/wiki/The_Man_in_the_Blue_Flannel_Pants,7,23
The Ten-Per-Cent Solution,https://simpsons.fandom.com/wiki/The_Ten-Per-Cent_Solution,8,23
Holidays of Future Passed,https://simpsons.fandom.com/wiki/Holidays_of_Future_Passed,9,23
"Politically Inept, with Homer Simpson","https://simpsons.fandom.com/wiki/Politically_Inept,_with_Homer_Simpson",10,23
The D'oh-cial Network,https://simpsons.fandom.com/wiki/The_D%27oh-cial_Network,11,23
Moe Goes from Rags to Riches,https://simpsons.fandom.com/wiki/Moe_Goes_From_Rags_To_Riches,12,23
The Daughter Also Rises,https://simpsons.fandom.com/wiki/The_Daughter_Also_Rises,13,23
At Long Last Leave,https://simpsons.fandom.com/wiki/At_Long_Last_Leave,14,23
Exit Through the Kwik-E-Mart,https://simpsons.fandom.com/wiki/Exit_Through_the_Kwik-E-Mart,15,23
How I Wet Your Mother,https://simpsons.fandom.com/wiki/How_I_Wet_Your_Mother,16,23
"Them, Robot","https://simpsons.fandom.com/wiki/Them,_Robot",17,23
Beware My Cheating Bart,https://simpsons.fandom.com/wiki/Beware_My_Cheating_Bart,18,23
A Totally Fun Thing That Bart Will Never Do Again,https://simpsons.fandom.com/wiki/A_Totally_Fun_Thing_That_Bart_Will_Never_Do_Again,19,23
The Spy Who Learned Me,https://simpsons.fandom.com/wiki/The_Spy_Who_Learned_Me,20,23
Ned 'N Edna's Blend Agenda,https://simpsons.fandom.com/wiki/Ned_%27N_Edna%27s_Blend_Agenda,21,23
Lisa Goes Gaga,https://simpsons.fandom.com/wiki/Lisa_Goes_Gaga,22,23
Moonshine River,https://simpsons.fandom.com/wiki/Moonshine_River,1,24
Treehouse of Horror XXIII,https://simpsons.fandom.com/wiki/Treehouse_of_Horror_XXIII,2,24
Adventures in Baby-Getting,https://simpsons.fandom.com/wiki/Adventures_in_Baby-Getting,3,24
Gone Abie Gone,https://simpsons.fandom.com/wiki/Gone_Abie_Gone,4,24
Penny-Wiseguys,https://simpsons.fandom.com/wiki/Penny-Wiseguys,5,24
A Tree Grows in Springfield,https://simpsons.fandom.com/wiki/A_Tree_Grows_in_Springfield,6,24
The Day the Earth Stood Cool,https://simpsons.fandom.com/wiki/The_Day_the_Earth_Stood_Cool,7,24
"To Cur, with Love","https://simpsons.fandom.com/wiki/To_Cur,_with_Love",8,24
Homer Goes to Prep School,https://simpsons.fandom.com/wiki/Homer_Goes_to_Prep_School,9,24
A Test Before Trying,https://simpsons.fandom.com/wiki/A_Test_Before_Trying,10,24
Changing of the Guardian,https://simpsons.fandom.com/wiki/Changing_of_the_Guardian,11,24
Love Is a Many-Splintered Thing,https://simpsons.fandom.com/wiki/Love_is_a_Many_Splintered_Thing,12,24
Hardly Kirk-ing,https://simpsons.fandom.com/wiki/Hardly_Kirk-ing,13,24
Gorgeous Grampa,https://simpsons.fandom.com/wiki/Gorgeous_Grampa,14,24
"Black-Eyed, Please","https://simpsons.fandom.com/wiki/Black-Eyed,_Please",15,24
Dark Knight Court,https://simpsons.fandom.com/wiki/Dark_Knight_Court,16,24
What Animated Women Want,https://simpsons.fandom.com/wiki/What_Animated_Women_Want,17,24
Pulpit Friction,https://simpsons.fandom.com/wiki/Pulpit_Friction,18,24
Whiskey Business,https://simpsons.fandom.com/wiki/Whiskey_Business,19,24
The Fabulous Faker Boy,https://simpsons.fandom.com/wiki/The_Fabulous_Faker_Boy,20,24
The Saga of Carl,https://simpsons.fandom.com/wiki/The_Saga_of_Carl,21,24
Dangers on a Train,https://simpsons.fandom.com/wiki/Dangers_on_a_Train,22,24
Homerland,https://simpsons.fandom.com/wiki/Homerland,1,25
Treehouse of Horror XXIV,https://simpsons.fandom.com/wiki/Treehouse_of_Horror_XXIV,2,25
Four Regrettings and a Funeral,https://simpsons.fandom.com/wiki/Four_Regrettings_and_a_Funeral,3,25
Yolo,https://simpsons.fandom.com/wiki/Yolo,4,25
Labor Pains,https://simpsons.fandom.com/wiki/Labor_Pains,5,25
The Kid Is All Right,https://simpsons.fandom.com/wiki/The_Kid_is_All_Right,6,25
Yellow Subterfuge,https://simpsons.fandom.com/wiki/Yellow_Subterfuge,7,25
White Christmas Blues,https://simpsons.fandom.com/wiki/White_Christmas_Blues,8,25
Steal This Episode,https://simpsons.fandom.com/wiki/Steal_This_Episode,9,25
Married to the Blob,https://simpsons.fandom.com/wiki/Married_to_the_Blob,10,25
Specs and the City,https://simpsons.fandom.com/wiki/Specs_and_the_City,11,25
Diggs,https://simpsons.fandom.com/wiki/Diggs,12,25
The Man Who Grew Too Much,https://simpsons.fandom.com/wiki/The_Man_Who_Grew_Too_Much,13,25
The Winter of His Content,https://simpsons.fandom.com/wiki/The_Winter_of_His_Content,14,25
The War of Art,https://simpsons.fandom.com/wiki/The_War_of_Art,15,25
You Don't Have to Live Like a Referee,https://simpsons.fandom.com/wiki/You_Don%27t_Have_to_Live_Like_a_Referee,16,25
Luca$,https://simpsons.fandom.com/wiki/Luca$,17,25
Days of Future Future,https://simpsons.fandom.com/wiki/Days_of_Future_Future,18,25
What to Expect When Bart's Expecting,https://simpsons.fandom.com/wiki/What_to_Expect_When_Bart%27s_Expecting,19,25
Brick Like Me,https://simpsons.fandom.com/wiki/Brick_Like_Me,20,25
Pay Pal,https://simpsons.fandom.com/wiki/Pay_Pal,21,25
The Yellow Badge of Cowardge,https://simpsons.fandom.com/wiki/The_Yellow_Badge_of_Cowardge,22,25
Clown in the Dumps,https://simpsons.fandom.com/wiki/Clown_in_the_Dumps,1,26
The Wreck of the Relationship,https://simpsons.fandom.com/wiki/The_Wreck_of_the_Relationship,2,26
Super Franchise Me,https://simpsons.fandom.com/wiki/Super_Franchise_Me,3,26
Treehouse of Horror XXV,https://simpsons.fandom.com/wiki/Treehouse_of_Horror_XXV,4,26
Opposites A-Frack,https://simpsons.fandom.com/wiki/Opposites_A-Frack,5,26
Simpsorama,https://simpsons.fandom.com/wiki/Simpsorama,6,26
Blazed and Confused,https://simpsons.fandom.com/wiki/Blazed_and_Confused,7,26
Covercraft,https://simpsons.fandom.com/wiki/Covercraft,8,26
I Won't Be Home for Christmas,https://simpsons.fandom.com/wiki/I_Won%27t_Be_Home_for_Christmas,9,26
The Man Who Came to Be Dinner,https://simpsons.fandom.com/wiki/The_Man_Who_Came_to_Be_Dinner,10,26
Bart's New Friend,https://simpsons.fandom.com/wiki/Bart%27s_New_Friend,11,26
The Musk Who Fell to Earth,https://simpsons.fandom.com/wiki/The_Musk_Who_Fell_to_Earth,12,26
Walking Big & Tall,https://simpsons.fandom.com/wiki/Walking_Big_%26_Tall,13,26
My Fare Lady,https://simpsons.fandom.com/wiki/My_Fare_Lady,14,26
The Princess Guide,https://simpsons.fandom.com/wiki/The_Princess_Guide,15,26
Sky Police,https://simpsons.fandom.com/wiki/Sky_Police,16,26
Waiting for Duffman,https://simpsons.fandom.com/wiki/Waiting_for_Duffman,17,26
Peeping Mom,https://simpsons.fandom.com/wiki/Peeping_Mom,18,26
The Kids Are All Fight,https://simpsons.fandom.com/wiki/The_Kids_Are_All_Fight,19,26
Let's Go Fly a Coot,https://simpsons.fandom.com/wiki/Let%27s_Go_Fly_a_Coot,20,26
Bull-E,https://simpsons.fandom.com/wiki/Bull-E,21,26
Mathlete's Feat,https://simpsons.fandom.com/wiki/Mathlete%27s_Feat,22,26
Every Man's Dream,https://simpsons.fandom.com/wiki/Every_Man%27s_Dream,1,27
Cue Detective,https://simpsons.fandom.com/wiki/Cue_Detective,2,27
Puffless,https://simpsons.fandom.com/wiki/Puffless,3,27
Halloween of Horror,https://simpsons.fandom.com/wiki/Halloween_of_Horror,4,27
Treehouse of Horror XXVI,https://simpsons.fandom.com/wiki/Treehouse_of_Horror_XXVI,5,27
Friend with Benefit,https://simpsons.fandom.com/wiki/Friend_with_Benefit,6,27
"Lisa with an ""S""",https://simpsons.fandom.com/wiki/Lisa_with_an_%22S%22,7,27
Paths of Glory,https://simpsons.fandom.com/wiki/Paths_of_Glory,8,27
Barthood,https://simpsons.fandom.com/wiki/Barthood,9,27
The Girl Code,https://simpsons.fandom.com/wiki/The_Girl_Code,10,27
Teenage Mutant Milk-caused Hurdles,https://simpsons.fandom.com/wiki/Teenage_Mutant_Milk-caused_Hurdles,11,27
Much Apu About Something,https://simpsons.fandom.com/wiki/Much_Apu_About_Something,12,27
Love Is in the N2-O2-Ar-CO2-Ne-He-CH4,https://simpsons.fandom.com/wiki/Love_Is_in_the_N2-O2-Ar-CO2-Ne-He-CH4,13,27
Gal of Constant Sorrow,https://simpsons.fandom.com/wiki/Gal_of_Constant_Sorrow,14,27
Lisa the Veterinarian,https://simpsons.fandom.com/wiki/Lisa_the_Veterinarian,15,27
The Marge-ian Chronicles,https://simpsons.fandom.com/wiki/The_Marge-ian_Chronicles,16,27
The Burns Cage,https://simpsons.fandom.com/wiki/The_Burns_Cage,17,27
How Lisa Got Her Marge Back,https://simpsons.fandom.com/wiki/How_Lisa_Got_Her_Marge_Back,18,27
Fland Canyon,https://simpsons.fandom.com/wiki/Fland_Canyon,19,27
To Courier with Love,https://simpsons.fandom.com/wiki/To_Courier_with_Love,20,27
Simprovised,https://simpsons.fandom.com/wiki/Simprovised,21,27
